what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718288955711
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1718288956340
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1718288959351
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718288959416
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718288960827
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1718288960842
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1718288967088
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718288981973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718289045856
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718289048261
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718289265680
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1718289270311
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718289274701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718289287476
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718289291526
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718289295720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718289301111
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718289305756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718289307266
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718289348705
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718289354838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718289469048
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718289470133
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1718289471913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718289471917
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1718289471923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718289473566
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718289498342
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718289503915
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718289505700
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1718289506019
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1718289507780
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1718289508031
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1718289512801
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718289543468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290279457
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1718290281143
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290285705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290299346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290302411
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290304802
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290320558
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1718290326188
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290326196
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1718290326203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290327916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290338669
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290342594
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290344149
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1718290344488
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1718290346297
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1718290346688
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1718290352380
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290358853
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290448737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290450488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290574211
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1718290575720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290579791
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290624413
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290628596
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290637342
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290643099
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290828550
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1718290829649
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290830921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290840774
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1718290840780
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290841476
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290842701
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290845716
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290856857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290862385
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290863945
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1718290864303
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1718290866410
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1718290866737
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1718290871923
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718290882952
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718291547993
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718291549346
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292068454
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1718292070565
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292072581
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292074841
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1718292075109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292078664
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292114041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1718292116326
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292116703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292164574
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1718292165989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292167553
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292168749
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292175218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292200092
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292202640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292204025
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292215013
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292231640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292234339
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292238075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292238732
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292242102
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292248378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292249798
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1718292250115
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1718292252009
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1718292252387
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1718292257341
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292268811
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292278958
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292304474
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292319932
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292320844
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292322144
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292323893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292425364
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1718292427278
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292430719
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292433967
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1718292434259
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1718292436126
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1718292436487
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1718292441298
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292452108
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292499153
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1718292501429
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292503606
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292509435
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1718292509757
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1718292512049
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1718292512312
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1718292517576
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292541794
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292803552
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292810002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292815913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292817234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292818873
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292819882
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292898048
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292902036
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292906048
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718292907841
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718293181355
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1718293182876
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718293185179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718293188431
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1718293188741
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1718293190757
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1718293191022
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1718293196049
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718293209176
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718293231722
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1718293233059
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718293236025
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718293239109
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1718293239422
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1718293241332
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1718293241630
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718293242819
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1718293246956
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718293247865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718293256854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718293402297
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718293404872
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718293407679
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718293409653
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718293411470
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718293412874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718295959845
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718295961363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718296166081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718296167978
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718296240468
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1718296242288
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718296248781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718296293264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718296298979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718296306247
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718296310164
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1718296326843
