what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.DefaultTextEditor",1716402408224
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716402409520
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1716402419767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402425303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402446650
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402454709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402471426
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402475124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402475265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402475893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402478259
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1716402478840
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1716402480450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402482063
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402484972
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402485345
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402488991
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1716402492711
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1716402496136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402500592
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402517203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402520226
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402522248
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402524906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402526330
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402531167
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402532523
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1716402532824
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716402534717
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1716402534960
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716402539621
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1716402549907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402553245
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402554631
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1716402555145
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716402556948
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716402565250
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716402578384
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716402582317
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716402583093
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716402584672
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402587084
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402629812
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716402632122
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716402634170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402635127
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402636267
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402636984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402654183
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1716402657061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402661298
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402661596
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402661810
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402663445
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1716402663455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402667503
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402668976
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1716402669480
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716402671283
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1716402671539
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716402676168
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1716402680542
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402683644
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402685080
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1716402685580
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716402687344
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1716402687589
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716402692196
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1716402701689
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402705290
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402709885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402710971
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402716736
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402719327
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402733627
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1716402740087
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716402747709
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716403011731
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1716403023042
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1716403024451
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1716403024451
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.1.0.162,"com.altera.debug.cdi.gdb.plugin",1716403024451
stopped,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1716403025225
stopped,bundle,com.altera.sbtgui.ui,13.1.0.162,"com.altera.sbtgui.ui",1716403025228
stopped,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1716403025228
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1716403025228
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1716403025228
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1716403025228
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1716403025274
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1716403025274
stopped,bundle,com.altera.sbt4e.launch,13.1.0.162,"com.altera.sbt4e.launch",1716403025274
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1716403025274
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1716403025289
